NAME	DESCRIPTION	post_BRAFi_patB04	post_BRAFi_patB08	post_BRAFi_patB16	post_BRAFi_patB30	pre_BRAFi_patB04	pre_BRAFi_patB08	pre_BRAFi_patB16	pre_BRAFi_patB30
TCF20	TCF20	12.09122395	11.53065517	10.23003966	8.643823382	10.90571663	10.71691542	11.66491035	10.53730501
TCF21	TCF21	7.051158135	11.78531487	7.28629842	6.926818609	7.270320405	7.02213053	7.040126519	7.361124158
TCF23	TCF23	7.108840338	6.961049578	7.228187112	7.252733667	7.109536279	7.005919273	7.365247221	7.188827574
TCF25	TCF25	9.856128382	11.82992028	11.45724148	13.07490466	11.56659188	12.73669336	11.8285123	11.78624171
TCF3	TCF3	6.850108977	7.070328372	7.192935726	8.393682316	6.937594175	7.303730986	7.132503472	6.918328051
TCF4	TCF4	9.401443181	8.895721922	8.661113673	10.20428407	9.466259257	10.2661387	10.006765	8.782008104
TCF7	TCF7	7.566019092	8.116957222	8.297648481	6.986449394	7.783296279	7.623811054	8.243018795	6.94989312
TCF7L1	TCF7L1	7.84032619	8.271913623	9.325544077	7.80370602	7.758568631	7.926614842	7.427113694	7.599898992
TCF7L2	TCF7L2	10.51345041	11.49775607	10.23336866	8.977205978	9.704734636	10.61334265	10.13015187	10.31359458
TCFL5	TCFL5	9.629127722	8.282528078	11.4572005	10.67286247	9.36072517	11.04879094	9.344544898	8.425367919
TCHHL1	TCHHL1	7.246806216	6.936923384	7.21273557	6.962872986	7.066816263	7.121463972	6.914722043	6.886512132
TCHP	TCHP	8.535202473	9.736272964	10.36878196	8.442979632	9.880522199	10.27197929	9.892712845	10.01392489
TCIRG1	TCIRG1	10.46676042	11.02676886	9.13272518	11.46956085	11.66660712	9.469986583	10.62806136	10.56262612
TCL1A	TCL1A	6.98383546	7.026086153	7.008049812	6.904137265	6.919999364	7.029086799	6.849322077	7.092424302
TCL1B	TCL1B	6.985521512	7.022078757	7.124523533	7.521452267	7.020550125	7.058304711	7.066741284	7.221237782
TCL6	TCL6	7.321013194	7.243640373	7.472508922	7.434155771	7.385783777	6.991818536	7.354258694	10.13612584
TCN1	TCN1	6.915976359	6.943711763	6.930439957	8.256692377	6.994745818	7.615464164	7.573685499	7.039695093
TCN2	TCN2	7.144164766	7.956311348	7.232297166	9.400127178	7.136491634	7.445137692	7.1148048	7.463359446
TCOF1	TCOF1	10.19556086	9.771185982	10.16206883	7.681935271	10.20829132	8.976123557	10.0467796	10.36618859
TCP1	TCP1	9.861809328	10.09357103	9.188296511	7.484813702	9.621225195	9.743054332	7.199074196	8.389595533
TCP10	TCP10	6.961882499	7.093034249	7.454831949	7.178786368	6.906818907	7.008152153	7.092836977	6.876116445
TCP10L	TCP10L	8.414154926	8.038612468	7.977042973	10.13353668	8.259549961	7.92859507	8.219431363	8.640342505
TCP10L2	TCP10L2	6.968644865	7.018115854	7.002026699	6.932310997	7.051477767	6.935190166	6.881940627	6.941004168
TCP11	TCP11	9.338374418	7.316062595	8.202867021	8.311297593	8.169616589	8.072792155	9.832178632	6.941004168
TCP11L1	TCP11L1	10.13856847	10.29729132	9.211428637	10.05357173	10.32293437	9.205768175	10.53160752	10.57065975
TCP11L2	TCP11L2	8.575991437	9.725836049	8.069467404	8.151584286	9.24088686	9.703643489	9.297042458	10.08403098
TCTA	TCTA	6.972023315	7.054515023	7.1600816	7.538424785	6.977104627	7.139429564	6.983609859	6.94989312
TCTE1	TCTE1	8.641765523	6.870357778	7.091284029	7.086012958	7.609161264	7.390354817	7.393813257	8.185773345
TCTE3	TCTE3	9.95137007	7.107020135	7.156534508	8.028791857	7.58672699	7.80365273	8.563126038	7.866916322
TCTEX1D1	TCTEX1D1	7.119272977	6.998954072	7.223363933	8.103521444	7.493787311	7.112472064	9.384965736	7.38218205
TCTEX1D2	TCTEX1D2	6.921104789	6.954511765	8.55075045	10.50473038	7.890919577	10.27834975	9.357353112	6.915105663
TCTEX1D4	TCTEX1D4	10.23354326	7.554704225	7.64171185	6.931301769	8.358876323	7.914702125	10.02305199	8.035644202
TCTN1	TCTN1	6.980462374	7.135675509	7.306085235	8.77975296	7.001850308	7.336608649	7.255601056	7.179286031
TCTN2	TCTN2	7.328489556	7.617112091	8.732194888	9.728022247	7.731283593	8.617454617	7.947068653	8.219754865
TCTN3	TCTN3	7.121024049	8.410709288	8.485699514	9.810602415	8.053137392	7.848235715	6.981181075	8.509244848
TDGF1	TDGF1	6.973711907	6.93088039	7.161748826	6.908437022	6.950856057	6.977913138	6.983609859	6.875566248
TDGF3	TDGF3	7.089986703	6.894096855	7.215790943	6.956233382	7.050590235	7.106887095	6.905295696	6.875168837
TDH	TDH	6.9956318	6.963038669	7.225261732	6.960934078	6.934848243	7.018327414	6.90800036	6.898874895
TDO2	TDO2	11.23015135	7.627841056	7.535448508	7.177796867	11.5348163	7.621648124	7.068805649	6.879987468
TDP1	TDP1	9.911433274	10.86260426	10.72129274	11.54897299	10.58178103	12.05275742	11.60207623	11.43407449
TDRD1	TDRD1	7.47406736	7.836525289	8.030681023	7.514782931	8.390826896	7.392842752	8.956724241	7.357623254
TDRD10	TDRD10	9.368501325	7.011866735	7.234654924	7.354335073	8.278564472	7.39097678	9.149323734	6.943891008
TDRD12	TDRD12	10.17032874	7.106080069	10.38161549	7.051049249	8.545226657	7.963145392	9.018781914	7.399786235
TDRD3	TDRD3	6.926225229	6.954511765	7.229359527	8.086131802	6.919333774	6.964845372	6.957634153	7.030013998
TDRD5	TDRD5	6.846583899	6.89087499	7.021918893	6.920244716	6.906166487	7.011655697	6.867900837	6.874860577
TDRD6	TDRD6	7.089986703	7.017328577	7.164224788	7.741438531	7.272589812	7.505937393	7.02003422	7.28835901
TDRD7	TDRD7	6.955112075	7.834516208	7.470994926	8.929363542	6.939663728	7.772183146	7.136203496	7.084091089
TDRD9	TDRD9	8.092984092	6.969764	7.273892514	6.987620249	8.018274228	7.321715631	8.28770325	7.201684275
TDRG1	TDRG1	7.062942978	6.972495843	7.217100427	6.936521944	6.937594175	7.065181499	6.99442141	6.948363838
TDRKH	TDRKH	6.857138629	6.89463605	6.980315396	6.955774773	6.877222273	6.961226329	6.950021104	6.907250235
TEAD1	TEAD1	8.565889248	8.248125589	9.24283252	7.360541939	10.06631352	9.379316816	7.163961919	9.972422641
TEAD2	TEAD2	10.32871092	9.34284741	11.03121086	12.12618133	11.18715419	10.33023545	10.87216671	11.77896019
TEAD3	TEAD3	10.82958658	11.59342368	10.05772035	9.530358759	11.65492565	9.582980733	11.54663369	11.38152364
TEAD4	TEAD4	10.355239	11.64898195	12.98248486	12.04238146	10.73784557	11.73196837	11.60945059	11.6270917
TEC	TEC	7.306339246	7.843193673	7.374701716	7.882173473	7.161191142	7.217365778	8.233212538	7.735811674
TECPR1	TECPR1	11.3833542	10.09033379	7.743904288	9.766687733	10.85625536	9.89797874	8.94068878	10.87605381
TECPR2	TECPR2	7.84032619	7.709100178	7.147811046	7.16794767	7.390565409	7.410264353	7.540605008	7.530287268
TECR	TECR	9.838874417	8.63497272	9.319376737	10.54261325	9.300411113	8.12962704	8.94316977	7.224526076
TECTA	TECTA	6.943241566	6.934491905	7.069231806	7.017667472	6.917341445	7.086378124	6.987235172	7.371642565
TECTB	TECTB	7.364649141	7.000447734	6.952312307	6.901124779	7.19941037	6.945956996	7.187506164	7.428021522
TEDDM1	TEDDM1	7.025923167	7.004969217	7.007735302	6.91719313	6.977856788	6.93823144	7.024566423	6.99255673
TEF	TEF	7.128066978	6.975251978	7.000103779	7.063975595	6.970393475	7.106576726	7.241619814	7.062574675
TEK	TEK	7.294388774	7.409440403	7.094113905	8.376675668	7.558110923	6.991174695	7.411727682	7.413895981
TEKT1	TEKT1	6.988892705	6.979432373	7.126548351	7.66315788	7.080727958	7.0898001	7.02003422	7.092424302
TEKT2	TEKT2	7.948242881	7.143449868	7.382926764	7.284791049	8.083021946	7.414310136	8.135579331	7.72577971
TEKT3	TEKT3	7.364649141	6.89951949	7.361129418	7.18175966	8.489639746	7.916123118	9.06882388	7.834612878
TEKT4	TEKT4	7.029287281	6.960389424	6.976234166	6.896148433	6.907471895	6.908687108	7.000344259	6.990544071
TEKT5	TEKT5	7.156958864	6.943711763	6.965146247	6.923267991	7.001055139	6.939579746	7.034623395	8.692075826
TELO2	TELO2	6.827064014	7.143449868	7.245671268	7.233225163	7.013137767	7.186446744	7.083982875	6.904573247
TENC1	TENC1	11.80998581	11.00094709	11.55075931	9.064995674	11.38722053	10.817744	10.73885296	10.80331607
TEP1	TEP1	8.803682435	11.27592333	8.864224193	7.494555697	9.209679842	9.330494987	7.778143891	9.093903879
TEPP	TEPP	7.417225009	7.018904895	6.987357833	6.907252847	8.043879763	7.060806629	7.199074196	7.81834124
TERC	TERC	9.412207203	10.0519769	11.11074184	7.782217753	8.608921248	10.47054402	8.68224482	9.687204469
TERF1	TERF1	12.72054952	11.43102145	13.50416845	9.59705625	11.84525715	12.39726341	12.73726857	10.54171016
TERF2	TERF2	8.679956361	9.096344849	9.514874624	9.903864572	9.643414044	10.37942021	9.60983197	8.624877955
TERF2IP	TERF2IP	10.18098089	9.655536682	10.60925032	11.28677797	10.29840981	11.19234459	8.964053314	9.499359615
TERT	TERT	8.615779969	6.984380715	7.186039296	6.904137265	7.436355862	6.919468695	7.292025932	9.125321345
TES	TES	7.027605228	7.500462422	7.969927064	9.117907075	7.171672774	8.248585767	7.008535764	6.907250235
TESC	TESC	7.470965558	7.251794747	8.574658449	8.216016375	8.295316351	7.162017642	7.151907358	7.133035453
TESK1	TESK1	6.988892705	7.18598235	7.273892514	8.818575883	6.976353775	7.286997248	6.82448277	7.032404893
TESK2	TESK2	7.131612933	8.978053055	7.675171848	8.109393863	7.390565409	8.094011228	7.34617669	8.038675498
TESSP5	TESSP5	7.711844329	7.146378001	7.041275184	7.003638795	7.123398098	7.18613756	9.096306975	9.278597018
TET1	TET1	9.501226858	8.067873742	10.47632956	8.678618686	8.861004961	8.970848296	8.472494101	8.499597632
TET2	TET2	6.987207257	7.169034077	7.044952763	6.913512929	7.012321797	7.163564122	6.930619523	6.948363838
TEX10	TEX10	6.988892705	6.96571112	6.928537855	6.900370421	6.900318594	6.990208428	6.874948351	7.000817911
TEX101	TEX101	10.15957021	6.951935648	8.002168271	7.617570326	6.93007855	6.984721071	6.870726443	7.127070986
TEX11	TEX11	14.24607507	13.00378914	14.51364666	11.67240373	13.24621714	13.90356902	13.95040057	12.03900715
TEX12	TEX12	7.024241088	7.011093445	6.944647574	6.941791732	7.018065535	6.996318062	7.036831853	6.879987468
TEX13A	TEX13A	7.328489556	7.067659753	9.438644566	7.128577676	7.28283838	8.22885429	8.94316977	8.098571242
TEX13B	TEX13B	6.897095929	7.144425161	7.265632483	6.989988136	6.924009051	7.061744466	7.206911557	6.904573247
TEX14	TEX14	10.9149095	7.013418528	10.56044834	9.154605905	9.345354918	9.768073626	9.692575416	9.436206843
TEX15	TEX15	6.886740691	6.95645835	6.888050324	7.405760237	7.017240418	6.946959959	7.212863638	7.561741787
TEX2	TEX2	10.92879284	9.640822674	11.3332979	12.91063404	10.61562043	12.04678005	10.12454736	10.19999835
TEX261	TEX261	8.23954758	9.315337347	9.447999079	11.54389734	8.943234539	10.28657285	9.345403883	9.825535185
TEX264	TEX264	6.891923729	6.916263487	6.947583064	7.493584594	6.912059536	7.304970922	6.924035976	7.039695093
TEX28	TEX28	10.11453081	7.413379086	8.169843919	7.055033102	8.598654676	7.739214127	9.447309192	7.905252369
TEX9	TEX9	8.036771162	8.784813651	8.542238519	7.770542974	9.494574299	8.48402243	9.091954488	8.525985886
TF	TF	12.90514104	6.877133294	7.627169385	10.49408968	11.92087237	9.331169248	9.750711586	10.89586417
TFAM	TFAM	7.221369633	9.143321385	12.14452113	11.25382695	7.844712098	10.56496032	7.3736509	8.941283609
TFAMP1	TFAMP1	14.3830734	12.48190778	12.82647774	9.90208197	13.09144199	11.91638719	13.43380568	12.35558869
TFAP2A	TFAP2A	8.707995042	6.916263487	12.58442872	12.00417645	9.747552871	13.56781995	10.32919572	11.64827335
TFAP2B	TFAP2B	10.55683434	7.00955206	10.42086757	11.33909138	7.774650794	7.638929323	11.77813495	11.67904059
TFAP2C	TFAP2C	11.5463819	6.944336488	7.711647674	11.46166703	12.19595519	8.841987796	10.51443674	10.68933934
TFAP2D	TFAP2D	10.03874968	6.870877529	9.158445409	7.926265885	7.224489665	8.298520269	7.920181439	6.889646744
TFAP2E	TFAP2E	6.977087893	6.985093963	8.359486634	8.057466872	6.985451555	7.129829928	7.947068653	7.463359446
TFAP4	TFAP4	6.975400094	7.698427121	7.635593103	9.547789642	7.028087877	8.364414544	7.067774666	7.04216363
TFB1M	TFB1M	7.117525579	8.721719928	9.101923621	9.371025785	7.345471006	10.63486579	7.675616319	7.221237782
TFB2M	TFB2M	11.49077067	9.686755979	9.179293225	8.911921598	10.63616488	9.563934284	8.813898711	10.18254139
TFCP2	TFCP2	9.921047903	7.867493075	8.100962532	9.164706793	8.684312149	8.39539037	8.291554466	6.986581476
TFCP2L1	TFCP2L1	7.662965084	7.309954697	7.291649825	9.056063926	7.79686046	7.080151835	7.086954006	7.561741787
TFDP1	TFDP1	12.79952446	11.73819234	13.31083058	11.19916055	12.53216442	12.11241921	12.4144505	12.21449145
TFDP2	TFDP2	6.968644865	7.145401208	7.052999621	7.299322645	6.994745818	7.050475969	6.966408791	6.905449633
TFDP3	TFDP3	7.034333504	7.051927587	7.322032028	7.098354339	7.05863755	7.002085134	7.234266194	7.115299223
TFE3	TFE3	7.054524397	7.589365101	7.08037101	8.164835828	7.203736824	7.386312392	7.166757202	7.28835901
TFEB	TFEB	7.049475217	7.058858819	6.940951117	7.999038919	7.06865117	6.995676046	7.109147512	6.87890483
TFEC	TFEC	6.938144449	7.264038734	7.053546652	7.130455286	7.091143368	7.139119982	7.017753718	7.463359446
TFF1	TFF1	7.972375489	9.220865718	8.996621725	7.963461997	7.506103543	7.800105433	7.264428361	6.964534373
TFF2	TFF2	7.093392967	9.462285561	6.94940799	8.281819702	6.97485598	6.921881415	7.084975564	7.271335923
TFF3	TFF3	8.569263622	14.19090014	7.479621702	10.14368112	12.18120995	8.603110981	11.16828012	10.8536592
TFG	TFG	11.1275337	11.44392423	10.95750306	10.05997973	11.29461083	11.13970054	10.36355746	10.62539356
TFIP11	TFIP11	13.23655741	11.3912255	12.91209464	9.905447795	12.09223512	11.98952514	12.64214894	10.71940736
TFPI	TFPI	10.1101782	11.18151515	8.945576491	9.529355409	9.444117783	8.608781373	7.150058607	9.496358185
TFPI2	TFPI2	7.103667054	7.062361409	7.205886929	7.302438712	7.065901162	7.14623915	7.130651241	7.163588462
TFPT	TFPT	10.16040164	9.377857731	11.82159482	12.43361155	9.766107036	11.63623613	10.3222134	10.8051858
TFR2	TFR2	8.990647966	7.851797651	9.278596937	8.044851413	7.537013562	9.50736179	9.016454841	7.361124158
TFRC	TFRC	6.960190685	7.352549605	10.66736436	12.04371808	7.525868248	8.70041273	8.18970367	7.792142481
TG	TG	6.90225782	6.878180059	7.773897662	6.975759079	7.013955252	7.270273162	7.024566423	7.025292238
TGDS	TGDS	7.012465065	7.191998316	7.219283632	8.69727743	7.16327881	7.428630315	7.003869269	7.685384499
TGFA	TGFA	8.208206486	9.373236268	7.531907966	7.999038919	8.242499666	7.174697193	6.9358446	7.90207572
TGFB1	TGFB1	10.2296445	7.248735893	10.16300792	7.119264199	8.017105303	8.107434427	10.67102082	9.474024511
TGFB1I1	TGFB1I1	7.378085072	8.463261604	9.927432374	10.05067026	8.322234153	10.11503599	8.634248779	9.11047447
TGFB2	TGFB2	9.196379091	6.953220963	7.61589159	7.476971787	8.156315773	7.57327003	9.096306975	6.980793415
TGFB3	TGFB3	9.752583935	8.738373579	8.07932098	11.6829009	9.774790074	10.71916698	11.18479666	9.551657242
TGFBI	TGFBI	12.54768908	11.09148419	9.258248604	13.58576096	12.99352314	11.11557726	12.57478587	12.2696847
TGFBR1	TGFBR1	8.144898248	8.059826905	7.781709243	8.864246112	9.061040756	8.405602951	9.005925043	9.803381597
TGFBR2	TGFBR2	10.79121197	10.28545856	9.349999737	7.704302034	9.985817273	9.773328851	11.02126708	9.171486902
TGFBR3	TGFBR3	7.052841192	7.351540702	7.327194786	9.931201198	7.210254729	8.051642504	7.156534621	7.675219807
TGFBRAP1	TGFBRAP1	7.63353452	8.433929446	8.868001912	9.080857623	8.335550712	9.604367179	8.447655704	8.472764346
TGIF1	TGIF1	10.653853	10.58777654	11.96150797	10.11288944	10.28909413	12.00572296	10.87630026	9.357796633
TGIF2	TGIF2	7.049475217	7.545855439	7.780807695	9.709003093	7.441211686	8.687109007	7.199074196	7.537294882
TGIF2LX	TGIF2LX	6.944939242	6.905015888	6.962327395	6.957621682	6.893221535	6.964516846	6.855077558	6.887505343
TGIF2LY	TGIF2LY	6.988892705	6.962374195	7.510925346	7.094796685	6.980878633	7.018327414	7.053088937	6.964534373
TGM1	TGM1	6.985521512	7.106080069	7.070263929	8.023365306	7.015594782	7.024978713	7.24480791	7.396262092
TGM2	TGM2	12.05009889	9.658496911	9.091771779	8.727244638	12.3445613	8.10086453	9.716629966	9.709895144
TGM3	TGM3	9.129936971	8.152104413	9.413939316	8.386729292	7.326722152	7.502817297	11.47931674	8.832353006
TGM4	TGM4	7.68913421	7.602911289	8.179959467	6.977395168	7.455816655	7.459471429	7.162101725	7.749145438
TGM5	TGM5	6.933040858	7.077505726	7.483463506	7.390414566	7.0348954	7.226024733	8.015182383	7.540794995
TGM6	TGM6	7.201050971	6.894096855	7.25095972	6.988799827	7.304661251	6.925315034	7.640346669	7.013848073
TGM7	TGM7	7.594004039	7.184981308	7.188000135	6.922421722	7.359628769	7.041372762	7.217875983	8.017383982
TGOLN2	TGOLN2	8.877084897	10.32628602	10.59269582	11.26183286	8.911933311	9.992707907	8.827582388	8.965341055
TGS1	TGS1	7.318541879	7.292622928	7.776300766	7.038660885	7.274862175	7.236540989	8.382176265	7.013848073
TH	TH	10.16289207	7.334345482	7.9971532	7.47204954	8.268022796	7.261604954	10.66639971	9.239750452
TH1L	TH1L	9.085945591	8.506872859	10.18695774	10.69050585	9.350967978	11.59196789	9.029196348	9.897303499
THADA	THADA	7.960305948	7.694588097	8.778033866	7.863212997	7.556868462	7.849691053	8.322155231	7.039695093
THAP1	THAP1	8.871570207	8.521609619	7.88543859	7.713726608	9.195360828	7.987577798	8.451226115	9.264529359
THAP10	THAP10	7.024241088	7.020488279	6.98099156	7.411874124	6.892578642	6.898089517	6.918727541	6.990544071
THAP11	THAP11	11.02491269	9.605914467	9.394660767	11.24140457	10.53777403	10.40965397	10.94377598	10.97407315
THAP2	THAP2	6.980462374	7.061483505	7.152747041	6.960934078	6.993182781	7.098503383	7.111038046	7.145114604
THAP3	THAP3	6.864142181	6.951935648	7.02492622	6.964845584	6.906166487	6.904115712	6.929307447	6.890215137
THAP4	THAP4	8.988111541	9.186755606	8.327461287	7.188724334	8.102390139	7.792109598	8.111299899	8.405014658
THAP5	THAP5	7.440625025	8.858158525	8.628371605	7.584162321	8.054292557	8.994302109	7.231149977	7.634303483
THAP6	THAP6	7.343727248	7.896915639	8.016300027	8.005190304	7.378626072	7.766510708	7.24480791	7.641151152
THAP7	THAP7	7.932172521	7.325212491	7.524593092	7.302438712	7.881229375	7.804834281	7.100571503	6.945362862
THAP8	THAP8	7.086588239	6.993046102	7.436966535	7.074843188	6.942436984	7.160471097	6.918727541	6.88424661
THAP9	THAP9	7.012465065	7.384652082	7.495897841	6.957621682	6.97336336	7.212727494	7.143593207	6.928935265
THBD	THBD	8.461357037	7.361615374	8.084237899	10.33985462	8.664022524	7.781715221	7.982195928	7.821601914
THBS1	THBS1	8.695596413	7.73751883	8.352962636	7.339827302	7.645337895	8.082896073	7.083982875	7.154300028
THBS2	THBS2	14.25507789	10.30512568	9.299338871	11.91141548	14.43983146	12.93484275	13.37315518	12.22006487
THBS3	THBS3	11.74563166	12.36240418	11.15169883	11.69275146	12.14109249	12.47455241	12.6121235	12.75051345
THBS4	THBS4	6.953418099	6.903358711	7.374284046	10.44184294	6.902263328	7.408086082	7.255601056	8.60473842
THEG	THEG	6.960190685	7.00955206	7.179781584	6.937251073	7.001055139	7.059868585	7.054153524	6.980793415
THEM2	THEM2	10.31708882	8.912032238	9.193610408	9.762490855	10.02482501	9.01680794	9.467231297	9.162983359
THEM4	THEM4	10.852922	7.130842908	9.475906366	11.14746926	9.848266901	10.00387334	10.05442956	7.892526039
THEM5	THEM5	7.28268427	6.944962505	7.328869453	6.933683595	7.031478901	7.197886335	7.342186102	6.921705424
THEX1	THEX1	7.093392967	7.868790157	8.795475421	8.94563962	7.528343391	7.490962811	7.098648593	7.866916322
THG1L	THG1L	7.091688806	9.228523076	8.124755026	10.72029529	7.867871736	8.249812636	9.28799773	8.739852725
THNSL1	THNSL1	8.664156834	8.169747978	7.262812991	7.971052022	7.827580533	8.638060579	6.97383765	8.275236841
THNSL2	THNSL2	9.279627453	8.972042578	8.097508789	8.426509187	8.477510109	7.825145926	7.571824221	9.086287614
THOC1	THOC1	9.385095572	9.892319701	10.0267883	10.80744328	9.752465335	10.88600974	10.50147592	9.823548408
THOC2	THOC2	12.26529137	13.10726349	11.91157521	9.872806484	12.53756403	11.75736512	12.5001744	12.71612608
THOC3	THOC3	9.653418938	10.07561043	9.946286503	7.996790309	10.08872389	9.798543999	9.757928495	9.999483961
THOC4	THOC4	7.08150327	7.073009616	7.389358432	6.945385776	7.226692989	7.095396197	6.888877242	6.924044371
THOC5	THOC5	12.73100377	13.83598966	13.97939298	14.324455	13.75548921	14.05639076	14.17305615	14.09205459
THOC6	THOC6	10.91153738	9.323838611	10.44789748	9.486892597	10.53777403	10.48856662	10.06082624	9.906834085
THOC7	THOC7	7.844291652	8.450217233	9.530137957	9.845126801	9.326443999	9.470859012	7.945000809	8.797712173
THOP1	THOP1	9.636334823	10.88029124	10.86209664	10.92902557	10.91695462	10.75622855	10.10869556	10.07514963
THPO	THPO	7.117525579	6.893020403	7.070521347	7.030475496	7.290849498	7.036968617	7.046650975	6.891392463
THRA	THRA	7.126300262	10.21232601	10.69697874	11.22234087	7.604173789	10.18951237	8.685283806	8.3105221
THRAP3	THRAP3	10.16454913	10.59926203	10.77157235	9.002187905	10.12902873	10.40141431	10.23741977	10.24503191
THRB	THRB	6.938144449	7.051068309	6.96864336	6.952622507	6.980878633	6.94562244	6.887494391	6.936814846
THRSP	THRSP	8.820955753	7.069437418	7.415321248	10.03915358	8.721630768	9.248654091	9.128420763	10.30644033
THSD1	THSD1	8.860476134	7.898175805	7.684924788	7.243475999	7.768469261	7.34064362	9.726418361	9.323267785
THSD1P	THSD1P	7.155115192	8.746316762	8.853845022	7.518598593	7.630366216	9.283202586	7.245875614	7.762430607
THSD3	THSD3	6.876339926	7.406481191	9.179293225	7.341901664	7.110517924	7.83452028	8.431499309	6.885569175
THSD4	THSD4	10.6955163	10.60650654	11.20625687	8.155263412	9.12840085	8.762890289	10.05483055	8.267006863
THSD7B	THSD7B	6.919396224	6.985093963	6.908300666	6.904543464	6.932798635	6.929756522	6.839167765	6.880588999
THTPA	THTPA	9.263441576	9.877543457	7.315857904	8.573608531	10.18077288	8.513906559	9.623406837	10.22221324
THUMPD1	THUMPD1	6.922812467	7.936488957	7.700641424	9.161592893	7.722586174	8.91142547	6.930619523	7.326256207
THUMPD2	THUMPD2	8.132950101	8.362164481	8.770088871	10.08063035	8.273300508	8.969196572	8.777619446	7.075899302
THUMPD3	THUMPD3	7.423003365	8.528558306	8.464820578	8.423989219	7.906620589	8.425861047	7.241619814	7.075899302
THY1	THY1	7.227617216	7.172013644	7.87823558	10.19641059	7.582990735	8.624884117	8.522766766	7.898895779
THYN1	THYN1	8.641765523	9.90444693	8.912540515	8.86320244	9.972967699	8.526018317	8.546447833	10.29452899
TIA1	TIA1	10.9980005	11.53922832	10.6201439	9.287524283	11.22368016	10.59396888	10.3199839	10.85946596
TIAF1	TIAF1	12.03553118	13.46046521	11.26117682	11.427991	13.25533658	11.12758464	12.74672735	12.75059471
TIAL1	TIAL1	11.35105404	11.22898456	10.93317168	8.578451448	11.25660627	10.73382164	9.280704297	10.5755104
TIAM1	TIAM1	10.15623794	8.885330924	8.465067572	8.392363219	10.68580471	9.541211006	9.958825116	9.499359615
TIAM2	TIAM2	11.30610685	11.3263031	7.908516106	10.14838227	11.40091259	8.534047501	9.883622253	9.432981526
TICAM1	TICAM1	8.479218019	9.957241883	9.076081489	10.11932911	9.106173867	9.664780795	9.130529006	9.482212314
TICAM2	TICAM2	7.746339696	9.666304514	8.192553871	10.30982271	9.832245353	9.484883278	9.558271012	10.20080163
TIE1	TIE1	7.78128398	8.88966903	9.509202646	9.559769848	8.360890411	9.043635323	8.813898711	8.445486061
TIFA	TIFA	9.19206016	7.771604518	7.277603511	8.055901017	7.513507344	7.858117677	7.416299399	6.926454075
TIGA1	TIGA1	10.47070865	9.576065009	7.886038647	11.7652201	8.809400978	10.53200386	9.008273231	10.0144354
TIGD1	TIGD1	12.44323687	9.777139687	11.71568206	10.01319229	11.33733637	10.60971847	11.65395871	11.30399923
TIGD2	TIGD2	7.552291358	7.855087573	7.233769908	7.697170654	7.194023884	7.379161849	9.130529006	7.930546523
TIGD3	TIGD3	7.086588239	7.035887752	7.127151661	7.004284628	7.086387269	7.036968617	7.359722317	7.025292238
TIGD4	TIGD4	6.973711907	6.948112182	6.982340435	6.901325531	6.890010294	6.996959827	6.867900837	6.877764472
TIGD5	TIGD5	7.343727248	9.209892826	10.40971648	11.42565818	9.09228746	11.09816696	8.846494088	9.769220386
TIGD6	TIGD6	7.217244424	7.127953561	7.12815295	7.232202359	6.997101038	6.957264694	7.12879717	7.498649202
TIGD7	TIGD7	7.2712193	7.573910742	7.338501208	10.20963643	7.880016635	8.401297798	7.146363467	7.319325626
TIGIT	TIGIT	9.15917026	7.282416085	7.365605383	7.650709424	7.545694112	7.311791584	7.45424705	6.928935265
TIMD4	TIMD4	7.397371459	7.29772375	7.230239788	7.333601307	7.397752252	7.163873411	7.190378812	6.957830581
TIMELESS	TIMELESS	12.08719458	10.54475684	11.79033988	10.42125713	11.2200624	10.2940569	10.79731521	10.86035672
TIMM10	TIMM10	11.34722143	11.42450013	13.01214638	12.57145301	12.19051916	12.46391552	12.48014668	12.07976131
TIMM13	TIMM13	7.078120486	7.127953561	7.107767905	6.956233382	7.037474617	7.029086799	7.092836977	6.946853778
TIMM17A	TIMM17A	7.078120486	7.178985333	7.166022432	7.607142412	7.144650849	7.247059676	7.198101958	7.264567792
TIMM17B	TIMM17B	12.75976538	13.61057109	13.8596156	13.82574613	13.0409549	13.63491255	13.11405507	13.49437091
TIMM22	TIMM22	11.08698877	11.41090587	11.33271968	11.5870461	11.33468261	11.7089531	11.94106254	12.16788216
TIMM23	TIMM23	11.81264581	12.2386078	13.72620473	13.39072811	12.03343508	12.76305377	12.27532214	11.76064522
TIMM44	TIMM44	10.01884582	10.2008463	8.995511112	8.691618944	9.565490404	8.040859539	9.653076876	9.812188018
TIMM50	TIMM50	6.987207257	8.303907736	9.430834813	7.151411552	9.118763016	8.647978501	9.420621751	9.059990281
TIMM8A	TIMM8A	9.21350181	9.365008781	10.88779593	10.41057823	10.59773383	10.15528984	10.54051105	11.08448561
TIMM8B	TIMM8B	9.621867517	9.475318302	10.26716528	10.44301117	10.03405801	9.307006324	9.839276934	10.584304
TIMM9	TIMM9	8.871570207	8.64650805	9.116005736	10.13395515	8.899734312	9.171731289	7.425556127	8.958517555
TIMP1	TIMP1	13.84915134	12.31372984	13.94088873	14.9550853	14.1534441	14.39130429	14.24620832	13.94803947
